"","outcome","predictor","std_beta","conf_low","conf_high","p_value","p.correct","sig_label"
"157","Brain Age","Weather: Time-mean surface latent heat flux",-0.00989235110122166,-0.013083629036473,-0.00670107316597035,1.24986760485862e-09,2.80419013910588e-09,"*"
"158","Brain Age","Weather: Time-mean surface net short-wave radiation flux",0.00230167869302063,-0.000872283500075151,0.00547564088611642,0.155234272625243,0.242553550976943,""
"159","Brain Age","Weather: Time-mean surface downward long-wave radiation flux",0.0125288661524937,0.00970819006624106,0.0153495422387463,3.30423767100993e-18,8.50355282980498e-18,"*"
"160","Brain Age","Weather: Time-mean large-scale precipitation rate",-0.000388071657326492,-0.00364611850927359,0.00286997519462061,0.815409796936302,0.880843916443536,""
"161","Brain Age","Weather: Surface downward UV radiation",0.00269552618346284,-0.00046117604429014,0.00585222841121582,0.0942141821678492,0.157023636946415,""
"162","Brain Age","Weather: Time-mean surface direct short-wave radiation flux",0.00210433115054347,-0.00108219382919737,0.0052908561302843,0.195560964751683,0.294081301851369,""
"163","Brain Age","Weather: Time-mean surface downward UV radiation flux",0.00269552719483959,-0.000461174237976405,0.00585222862765557,0.094213975791146,0.157023636946415,""
"164","Brain Age","Weather: Time-mean surface net long-wave radiation flux",0.00227850921892962,-0.000692303054983229,0.00524932149284248,0.13279125615615,0.209355584029966,""
"165","Brain Age","Weather: Total precipitation",0.00775397844546622,0.00429158670918652,0.0112163701817459,1.14070691934871e-05,2.21804123206694e-05,"*"
"166","Brain Age","Self-Reports: Recent Depressive Symptoms",0.00498781593943339,8.16693645531259e-05,0.00989396251431365,0.0463151427241851,0.0818702017851757,""
"167","Brain Age","Self-Reports: Neuroticism",-4.63843978501452e-05,-0.00827106254459473,0.00817829374889444,0.991180815475786,0.996877256944038,""
"168","Brain Age","PGRS: Anxiety Disorder",-0.0099742389486517,-0.0452990728994059,0.0253505950021025,0.580053836423832,0.704926537320629,""
"169","Brain Age","PGRS: Attention-Deficit/Hyperactivity Disorder",-0.0104440418346087,-0.0457058732738142,0.0248177896045968,0.561644742957426,0.691666534919968,""
"170","Brain Age","PGRS: Autism Spectrum Disorder",-0.000338420213406224,-0.0356235339863819,0.0349466935595694,0.985004383869539,0.996391717787106,""
"171","Brain Age","PGRS: Bipolar Disorder",-0.0123545161887563,-0.0476051514074307,0.0228961190299181,0.492224863667438,0.619707562171235,""
"172","Brain Age","PGRS: Major Depressive Disorder",-0.0140956403463246,-0.0493285601769742,0.021137279484325,0.433075661496854,0.574153339105678,""
"173","Brain Age","PGRS: Obsessive-Compulsive Disorder",-0.0103540036625211,-0.0456310302422441,0.0249230229172019,0.565190368534603,0.691666534919968,""
"174","Brain Age","PGRS: Schizophrenia",-0.000410304456014839,-0.0356837717959785,0.0348631628839488,0.981813648604986,0.996391717787106,""
"175","Brain Age","PGRS: Alzheimer's Disease",-0.0157592722715298,-0.0510106768815177,0.019492132338458,0.381038418308405,0.520950962531022,""
